,date,fips,mmwr_week,recip_county,recip_state,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop_pct,series_complete_18plus,series_complete_18pluspop_pct,series_complete_65plus,series_complete_65pluspop_pct,booster_doses,booster_doses_vax_pct,booster_doses_12plus,booster_doses_12plus_vax_pct,booster_doses_18plus,booster_doses_18plus_vax_pct,booster_doses_50plus,booster_doses_50plus_vax_pct,booster_doses_65plus,booster_doses_65plus_vax_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_5pluspop_pct_svi,series_complete_12pluspop_pct_svi,series_complete_18pluspop_pct_svi,series_complete_65pluspop_pct_svi,metro_status,series_complete_pop_pct_ur_equity,series_complete_5pluspop_pct_ur_equity,series_complete_12pluspop_pct_ur_equity,series_complete_18pluspop_pct_ur_equity,series_complete_65pluspop_pct_ur_equity,census2019,census2019_5pluspop,census2019_12pluspop,census2019_18pluspop,census2019_65pluspop
251,2022-03-01T00:00:00.000,05145,9,White County,AR,90.4,40463,51.4,40456,54.6,39579,59.1,37000,61,11190,84.8,34498,43.8,34495,46.5,33956,50.7,31763,52.4,10160,77,12137,35.2,12135,35.7,11913,37.5,8753,46.7,5298,52.1,C,11,11,12,12,12,Non-metro,7,7,8,8,8,78753,74139,67007,60632,13195
2149,2022-03-01T00:00:00.000,05079,9,Lincoln County,AR,90.4,5399,41.5,5397,43.2,5272,45.1,4942,45.3,1527,73.8,4507,34.6,4505,36,4458,38.1,4214,38.6,1381,66.7,1652,36.7,1652,37.1,1634,38.8,1321,51.7,869,62.9,D,14,14,14,14,15,Metro,2,2,2,2,3,13024,12506,11689,10905,2070
3211,2022-03-01T00:00:00.000,05067,9,Jackson County,AR,90.4,7554,45.2,7553,47.9,7402,51,6981,52.3,2323,76,6416,38.4,6415,40.7,6328,43.6,6029,45.1,2122,69.5,2825,44.0,2824,44.6,2790,46.3,2273,58.2,1463,68.9,D,14,15,15,15,15,Non-metro,6,7,7,7,7,16719,15767,14500,13358,3055
1314,2022-03-01T00:00:00.000,05057,9,Hempstead County,AR,90.4,10595,49.2,10593,52.9,10331,58,9702,60.7,2707,68,8523,39.6,8521,42.5,8345,46.8,7929,49.6,2315,58.1,2289,26.9,2288,27.4,2272,28.7,1808,39.5,1139,49.2,D,14,15,15,15,15,Non-metro,6,7,7,7,7,21532,20034,17816,15992,3982
229,2022-03-01T00:00:00.000,05005,9,Baxter County,AR,90.4,22795,54.4,22794,56.9,22550,60.6,21609,62.7,10390,79.6,19452,46.4,19452,48.6,19294,51.8,18536,53.8,8925,68.3,8024,41.3,8024,41.6,7976,43.0,6853,50.0,4936,55.3,B,7,7,8,8,7,Non-metro,7,7,8,8,7,41932,40029,37221,34462,13058
709,2022-03-01T00:00:00.000,05105,9,Perry County,AR,90.4,6220,59.5,6217,63.3,6065,68,5666,70,1855,86.6,5342,51.1,5341,54.4,5253,58.9,4908,60.6,1658,77.4,2203,41.2,2203,41.9,2161,44.0,1670,53.9,1009,60.9,C,12,12,12,12,12,Metro,4,4,4,4,4,10455,9819,8917,8097,2142
1475,2022-03-01T00:00:00.000,05089,9,Marion County,AR,90.4,7012,42,7012,44.1,6936,47.1,6734,49.3,3061,63,5928,35.5,5928,37.3,5884,40,5711,41.8,2636,54.3,2494,42.1,2494,42.4,2481,43.4,2200,51.1,1559,59.1,C,10,10,11,11,11,Non-metro,6,6,7,7,7,16694,15914,14723,13660,4858
691,2022-03-01T00:00:00.000,05115,9,Pope County,AR,90.4,36545,57,36538,60.8,35546,65.4,33118,66.8,8747,84.4,31391,49,31388,52.3,30726,56.5,28572,57.7,7807,75.3,11928,38.0,11925,38.8,11650,40.8,8400,54.1,5131,65.7,D,15,16,16,16,16,Non-metro,7,8,8,8,8,64072,60060,54387,49561,10361
1324,2022-03-01T00:00:00.000,05091,9,Miller County,AR,90.4,17719,41,17717,43.7,17453,47.8,16641,50.1,5336,71.7,13360,30.9,13359,33,13234,36.2,12702,38.3,4146,55.7,3398,25.4,3398,25.7,3370,26.5,2730,34.5,1699,41.0,D,14,14,14,14,15,Metro,2,2,2,2,3,43257,40501,36531,33187,7440
1343,2022-03-01T00:00:00.000,05021,9,Clay County,AR,90.4,7458,51.3,7457,54.3,7329,58.4,6934,60.5,2565,80.6,6575,45.2,6575,47.9,6500,51.8,6171,53.8,2354,74,2846,43.3,2846,43.8,2802,45.4,2314,55.9,1526,64.8,C,11,11,12,12,12,Non-metro,7,7,8,8,8,14551,13723,12543,11465,3182
2231,2022-03-01T00:00:00.000,05129,9,Searcy County,AR,90.4,3526,44.7,3526,47.1,3493,50.7,3357,52.9,1379,67.3,3035,38.5,3035,40.6,3017,43.8,2898,45.7,1289,62.9,1245,41.0,1245,41.3,1242,42.9,1082,52.1,775,60.1,B,6,7,7,7,7,Non-metro,6,7,7,7,7,7881,7480,6887,6342,2048
1477,2022-03-01T00:00:00.000,05085,9,Lonoke County,AR,90.4,40440,55.2,40430,59,39346,64.2,36048,65.9,9148,90.4,34501,47.1,34499,50.3,33812,55.2,31025,56.7,8103,80.1,12087,35.0,12086,35.7,11841,38.2,8449,50.5,5013,61.9,B,7,8,8,8,8,Metro,3,4,4,4,4,73309,68547,61242,54692,10116
