,date,fips,mmwr_week,recip_county,recip_state,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop_pct,series_complete_18plus,series_complete_18pluspop_pct,series_complete_65plus,series_complete_65pluspop_pct,booster_doses,booster_doses_vax_pct,booster_doses_12plus,booster_doses_12plus_vax_pct,booster_doses_18plus,booster_doses_18plus_vax_pct,booster_doses_50plus,booster_doses_50plus_vax_pct,booster_doses_65plus,booster_doses_65plus_vax_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_5pluspop_pct_svi,series_complete_12pluspop_pct_svi,series_complete_18pluspop_pct_svi,series_complete_65pluspop_pct_svi,metro_status,series_complete_pop_pct_ur_equity,series_complete_5pluspop_pct_ur_equity,series_complete_12pluspop_pct_ur_equity,series_complete_18pluspop_pct_ur_equity,series_complete_65pluspop_pct_ur_equity,census2019,census2019_5pluspop,census2019_12pluspop,census2019_18pluspop,census2019_65pluspop
1444,2022-03-01T00:00:00.000,48415,9,Scurry County,TX,99,8958,53.6,8950,57.4,8766,62.8,8163,65,2179,84.9,7815,46.8,7814,50.1,7706,55.2,7224,57.5,2000,77.9,2647,33.9,2647,34.3,2615,36.2,1793,45.6,1072,53.6,C,11,12,12,12,12,Non-metro,7,8,8,8,8,16703,15587,13962,12560,2566
1923,2022-03-01T00:00:00.000,48093,9,Comanche County,TX,99,7127,52.3,7125,55.4,7056,60.3,6787,63.9,2633,79.1,6350,46.6,6349,49.4,6305,53.9,6087,57.3,2439,73.2,2460,38.7,2460,39,2450,40.2,2109,50.9,1423,58.3,C,11,11,12,12,12,Non-metro,7,7,8,8,8,13635,12850,11696,10616,3330
1452,2022-03-01T00:00:00.000,48143,9,Erath County,TX,99,18329,42.9,18326,45.5,18051,49,17267,51,5118,81.8,16017,37.5,16015,39.8,15841,43,15171,44.8,4683,74.9,5526,34.5,5526,34.9,5474,36.1,4201,48.7,2685,57.3,C,10,10,11,11,12,Non-metro,6,6,7,7,8,42698,40280,36860,33869,6256
2398,2022-03-01T00:00:00.000,48367,9,Parker County,TX,99,86093,60.3,86080,64.2,84219,70.2,79355,73.8,24639,95,76376,53.5,76375,57,75042,62.5,70843,65.9,22186,95,24308,31.8,24307,32.4,23913,33.8,18290,42.4,11262,50.8,B,8,8,8,8,8,Metro,4,4,4,4,4,142878,134108,120030,107546,22331
2126,2022-03-01T00:00:00.000,48015,9,Austin County,TX,99,16398,54.6,16395,58,16098,63.5,15195,66.4,5098,85.9,14209,47.3,14209,50.2,13999,55.2,13242,57.9,4656,78.5,5155,36.3,5155,36.8,5076,38.3,4118,48.9,2663,57.2,B,7,8,8,8,8,Metro,3,4,4,4,4,30032,28279,25364,22872,5933
1911,2022-03-01T00:00:00.000,48115,9,Dawson County,TX,99,4912,38.6,4906,41.6,4856,46.2,4679,49.5,1417,74.7,4252,33.4,4251,36,4220,40.1,4088,43.2,1265,66.6,1172,27.6,1172,27.8,1167,28.5,926,38.6,566,44.7,D,14,14,15,15,15,Non-metro,6,6,7,7,7,12728,11797,10515,9457,1898
1470,2022-03-01T00:00:00.000,48239,9,Jackson County,TX,99,7442,50.4,7438,54.2,7270,59.2,6850,62.2,2294,84.3,6593,44.7,6592,48.1,6456,52.5,6093,55.3,2131,78.3,2207,33.5,2207,34.2,2177,35.7,1770,46.2,1168,54.8,C,11,11,12,12,12,Non-metro,7,7,8,8,8,14760,13715,12287,11014,2720
171,2022-03-01T00:00:00.000,48147,9,Fannin County,TX,99,17674,49.8,17669,52.4,17500,56.9,16872,60.3,5665,86,15565,43.8,15564,46.2,15453,50.3,14942,53.4,5179,78.6,5506,35.4,5506,35.6,5462,36.6,4271,45.7,2798,54.0,C,11,11,12,12,12,Non-metro,7,7,8,8,8,35514,33715,30737,28000,6588
1903,2022-03-01T00:00:00.000,48059,9,Callahan County,TX,99,6796,48.7,6795,51.6,6661,55.5,6335,58.2,2295,77.6,5727,41.1,5727,43.5,5655,47.1,5391,49.5,2035,68.8,1907,33.3,1907,33.7,1893,35.1,1613,44.4,1102,54.2,B,7,7,7,7,7,Metro,3,3,3,3,3,13943,13156,12004,10890,2958
170,2022-03-01T00:00:00.000,48285,9,Lavaca County,TX,99,9187,45.6,9181,48.3,9103,53,8785,56.8,3701,77.5,8275,41.1,8272,43.6,8223,47.9,7954,51.4,3444,72.1,3046,36.8,3046,37,3034,38.1,2633,46.5,1894,55.0,C,11,11,11,12,12,Non-metro,7,7,7,8,8,20154,18990,17177,15467,4775
1894,2022-03-01T00:00:00.000,48461,9,Upton County,TX,99,1707,46.7,1707,50.2,1663,56.2,1553,59.5,414,77.1,1486,40.6,1486,43.7,1453,49.1,1351,51.8,362,67.4,639,43.0,639,44,623,46.1,454,61.4,266,73.5,C,11,11,11,12,11,Non-metro,7,7,7,8,7,3657,3401,2958,2610,537
1887,2022-03-01T00:00:00.000,48135,9,Ector County,TX,99,83173,50,83153,54.9,80616,61.4,74246,64.1,14313,89.6,70435,42.4,70433,46.5,68795,52.4,63653,54.9,12927,80.9,21070,29.9,21070,30.6,20677,32.5,13985,45.8,7187,55.6,D,15,15,16,16,16,Metro,3,3,4,4,4,166223,151418,131330,115893,15970
1506,2022-03-01T00:00:00.000,48035,9,Bosque County,TX,99,9857,52.8,9855,55.7,9733,60.2,9325,63.2,3820,80.6,8598,46,8597,48.6,8524,52.7,8193,55.5,3457,72.9,3343,38.9,3343,39.2,3304,40.3,2815,48.1,1926,55.7,C,11,11,12,12,12,Non-metro,7,7,8,8,8,18685,17703,16161,14755,4741
2304,2022-03-01T00:00:00.000,48099,9,Coryell County,TX,99,46783,61.6,46759,66,45736,71.7,42684,72.6,10563,95,39998,52.7,39996,56.5,39306,61.6,36710,62.4,9294,95,11142,27.9,11142,28.3,10990,29.9,7499,39.7,4292,46.2,D,16,16,16,16,16,Metro,4,4,4,4,4,75951,70826,63829,58799,8040
1847,2022-03-01T00:00:00.000,48267,9,Kimble County,TX,99,2106,48.6,2105,51,2099,54.7,2055,57.8,960,74.5,1853,42.7,1853,44.9,1848,48.2,1811,50.9,879,68.2,816,44.0,816,44.2,815,45.0,725,52.2,525,59.7,C,11,11,11,12,11,Non-metro,7,7,7,8,7,4337,4128,3835,3555,1288
2294,2022-03-01T00:00:00.000,48177,9,Gonzales County,TX,99,11435,54.9,11435,59.1,11196,65,10430,68.3,2942,82.4,10152,48.7,10152,52.5,10024,58.2,9411,61.6,2746,76.9,3425,33.7,3425,34.2,3383,35.9,2652,48.2,1607,58.5,D,15,16,16,16,16,Non-metro,7,8,8,8,8,20837,19343,17232,15272,3572
2224,2022-03-01T00:00:00.000,48299,9,Llano County,TX,99,12417,57,12412,59.4,12307,62.6,11995,64.8,6003,73.9,11089,50.9,11088,53.1,11016,56,10757,58.1,5550,68.4,5168,46.6,5168,46.9,5144,47.8,4685,54.5,3408,61.4,B,8,8,8,8,7,Non-metro,8,8,8,8,7,21795,20895,19665,18499,8119
1751,2022-03-01T00:00:00.000,48187,9,Guadalupe County,TX,99,105845,63.4,105824,67.6,102287,73,93452,74.4,22103,93.6,90905,54.5,90901,58,88311,63,80654,64.2,19294,81.7,32102,35.3,32100,36.3,31198,38.7,21191,50.7,11367,58.9,B,8,8,8,8,8,Metro,4,4,4,4,4,166847,156609,140200,125578,23614
1756,2022-03-01T00:00:00.000,48397,9,Rockwall County,TX,99,70406,67.1,70397,71.5,67945,77.7,62212,80.8,13319,95,60698,57.9,60695,61.6,58852,67.3,54051,70.2,11959,89.3,21262,35.0,21261,36.1,20608,38.1,13628,50.2,7144,59.7,A,4,4,4,4,4,Metro,4,4,4,4,4,104915,98474,87406,76974,13395
78,2022-03-01T00:00:00.000,48505,9,Zapata County,TX,99,9858,69.5,9850,76,9414,85.6,8269,87.1,1769,94.8,8432,59.5,8431,65,8160,74.2,7201,75.9,1585,84.9,2533,30.0,2533,31,2502,34.7,1638,49.8,884,55.8,D,16,16,16,16,16,Non-metro,8,8,8,8,8,14179,12965,11001,9491,1866
2173,2022-03-01T00:00:00.000,48197,9,Hardeman County,TX,99,1993,50.7,1993,53.3,1965,57.7,1853,60,670,73.5,1799,45.7,1799,48.1,1784,52.4,1687,54.6,639,70.1,679,37.7,679,38.1,677,40.1,545,50.8,367,57.4,C,11,11,12,12,12,Non-metro,7,7,8,8,8,3933,3741,3407,3087,912
3232,2022-03-01T00:00:00.000,48025,9,Bee County,TX,99,19288,59.2,19278,62.7,18932,67.4,17774,69,3785,92.5,16171,49.7,16171,52.6,15953,56.8,15058,58.5,3381,82.6,5387,33.3,5387,33.8,5297,35.2,3768,49.8,1987,58.8,D,15,16,16,16,16,Non-metro,7,8,8,8,8,32565,30736,28079,25742,4091
2209,2022-03-01T00:00:00.000,48255,9,Karnes County,TX,99,9777,62.7,9774,66.6,9680,72.1,9314,75.8,2307,95,8841,56.7,8841,60.2,8787,65.4,8487,69.1,2128,95,2702,30.6,2702,30.7,2665,31.4,1952,45.0,1149,54.0,D,16,16,16,16,16,Non-metro,8,8,8,8,8,15601,14683,13426,12282,2211
1780,2022-03-01T00:00:00.000,48327,9,Menard County,TX,99,1257,58.8,1257,61.2,1230,65.4,1179,67.3,519,74.2,1140,53.3,1140,55.5,1124,59.8,1079,61.6,495,70.8,522,45.8,522,46.4,521,48.3,447,55.7,328,66.3,C,12,12,12,12,12,Non-metro,8,8,8,8,8,2138,2053,1881,1752,699
1783,2022-03-01T00:00:00.000,48063,9,Camp County,TX,99,6100,46.6,6098,50.1,5949,54.9,5595,58,1881,75.4,5217,39.8,5216,42.9,5117,47.2,4827,50,1709,68.5,1863,35.7,1863,36.4,1839,38.1,1511,49.0,974,57.0,D,14,15,15,16,15,Non-metro,6,7,7,8,7,13094,12165,10845,9646,2494
1791,2022-03-01T00:00:00.000,48379,9,Rains County,TX,99,5191,41.5,5190,43.8,5146,47.5,4986,49.9,2105,67.4,4580,36.6,4579,38.6,4547,42,4408,44.1,1898,60.8,1720,37.6,1720,37.8,1705,38.7,1522,47.3,1077,56.7,B,6,6,7,7,7,Non-metro,6,6,7,7,7,12514,11859,10824,9989,3123
71,2022-03-01T00:00:00.000,48043,9,Brewster County,TX,99,6365,69.2,6357,72.7,6172,76.2,5867,78,1851,83,5416,58.9,5415,61.9,5295,65.4,5098,67.8,1712,76.7,2121,39.2,2121,40.1,2104,41.3,1581,51.1,919,53.7,C,12,12,12,12,12,Non-metro,8,8,8,8,8,9203,8744,8099,7523,2231
67,2022-03-01T00:00:00.000,48031,9,Blanco County,TX,99,7915,66.3,7913,69.1,7839,73.5,7525,76.7,2999,95,6731,56.4,6731,58.8,6676,62.6,6425,65.5,2617,87.1,2543,37.8,2543,38.1,2526,39.3,2155,46.4,1438,54.9,B,8,8,8,8,8,Non-metro,8,8,8,8,8,11931,11444,10670,9811,3004
61,2022-03-01T00:00:00.000,48005,9,Angelina County,TX,99,45693,52.7,45682,56.4,44856,62,42255,65.4,12497,86.7,40302,46.5,40298,49.8,39757,55,37529,58,11578,80.3,15160,37.6,15156,38.1,14983,39.9,11617,52.1,7127,61.6,D,15,15,16,16,16,Non-metro,7,7,8,8,8,86715,80928,72305,64658,14422
1796,2022-03-01T00:00:00.000,48399,9,Runnels County,TX,99,5054,49.2,5048,52.2,4978,56.8,4760,60.4,1811,84.1,4531,44.1,4528,46.8,4481,51.1,4298,54.5,1674,77.8,1641,36.2,1641,36.6,1631,37.9,1371,47.1,957,57.2,C,11,11,12,12,12,Non-metro,7,7,8,8,8,10264,9668,8771,7885,2153
1830,2022-03-01T00:00:00.000,48175,9,Goliad County,TX,99,3709,48.4,3708,51.3,3659,55,3478,57.3,1350,73.7,3228,42.2,3228,44.6,3205,48.2,3058,50.4,1221,66.6,1306,40.5,1306,40.7,1294,42.3,1100,50.8,721,59.0,C,11,11,11,12,11,Metro,3,3,3,4,3,7658,7235,6653,6071,1832
1829,2022-03-01T00:00:00.000,48181,9,Grayson County,TX,99,70787,52,70764,55.4,69608,60.6,66384,63.8,21354,88.3,60524,44.4,60518,47.4,59754,52,57314,55.1,19118,79.1,21849,36.1,21846,36.6,21596,37.7,17317,48.4,11014,57.6,C,11,11,12,12,12,Metro,3,3,4,4,4,136212,127619,114951,103979,24182
65,2022-03-01T00:00:00.000,48159,9,Franklin County,TX,99,4560,42.5,4558,44.8,4521,49.1,4366,53,1743,73.6,3924,36.6,3922,38.6,3894,42.3,3767,45.7,1552,65.6,1481,37.7,1481,38,1465,38.9,1284,48.1,897,57.8,C,10,10,11,11,11,Non-metro,6,6,7,7,7,10725,10163,9214,8243,2367
1812,2022-03-01T00:00:00.000,48389,9,Reeves County,TX,99,19437,95,19414,95,19208,95,7441,60,1588,84.6,8642,54.1,8641,57.7,8493,62.8,6552,52.9,1499,79.8,2303,26.6,2303,27.1,2251,34.4,1645,48.9,909,60.6,D,16,16,16,16,16,Non-metro,8,8,8,8,8,15976,14974,13516,12395,1878
1816,2022-03-01T00:00:00.000,48167,9,Galveston County,TX,99,227269,66.4,227223,70.8,219650,76.1,202541,77.9,47616,93.4,203088,59.4,203076,63.3,197120,68.3,181918,70,43939,86.2,81280,40.0,81275,41.2,79071,43.5,53426,55.5,28686,65.3,C,12,12,12,12,12,Metro,4,4,4,4,4,342139,320888,288533,259845,50987
2225,2022-03-01T00:00:00.000,48293,9,Limestone County,TX,99,10057,42.9,10055,45.7,9918,49.6,9483,51.9,3194,68.4,8656,36.9,8656,39.3,8559,42.8,8194,44.8,2838,60.8,2963,34.2,2963,34.6,2937,35.8,2436,47.6,1568,55.3,D,14,14,15,15,15,Non-metro,6,6,7,7,7,23437,22006,19992,18276,4670
2172,2022-03-01T00:00:00.000,48319,9,Mason County,TX,99,2211,51.7,2210,54.4,2181,58.3,2112,61.9,989,79.1,2020,47.3,2019,49.7,2002,53.5,1941,56.9,948,75.8,984,48.7,984,49.2,978,50.4,871,58.2,618,65.2,B,7,7,8,8,8,Non-metro,7,7,8,8,8,4274,4065,3739,3411,1250
2171,2022-03-01T00:00:00.000,48245,9,Jefferson County,TX,99,146173,58.1,146102,62.4,142798,67.8,133426,69.8,32200,85.6,126638,50.3,126627,54.1,124199,59,116316,60.9,29236,77.8,45092,35.6,45082,36.3,44412,38.2,33165,53.4,18945,64.8,D,16,16,16,16,16,Metro,4,4,4,4,4,251565,234228,210534,191034,37595
89,2022-03-01T00:00:00.000,48057,9,Calhoun County,TX,99,13756,64.6,13750,69.1,13434,74.7,12653,78.1,3935,95,12073,56.7,12068,60.6,11859,66,11209,69.2,3606,90.6,4535,37.6,4534,38.2,4472,39.9,3599,52.4,2188,60.7,D,16,16,16,16,16,Non-metro,8,8,8,8,8,21290,19901,17975,16194,3981
1842,2022-03-01T00:00:00.000,48275,9,Knox County,TX,99,1594,43.5,1594,46.7,1590,52.9,1543,57,582,79.1,1419,38.7,1419,41.6,1418,47.2,1380,50.9,549,74.6,430,30.3,430,30.3,430,31.2,377,38.4,247,45.0,D,14,15,15,16,16,Non-metro,6,7,7,8,8,3664,3415,3004,2709,736
2291,2022-03-01T00:00:00.000,48459,9,Upshur County,TX,99,16134,38.6,16129,41,15895,44.9,15127,47.5,5343,68.3,14077,33.7,14077,35.8,13905,39.2,13289,41.8,4921,62.9,4994,35.5,4994,35.9,4951,37.3,4246,47.6,2816,57.2,C,10,10,10,11,11,Metro,2,2,2,3,3,41753,39339,35431,31821,7825
2290,2022-03-01T00:00:00.000,48393,9,Roberts County,TX,99,324,37.9,324,40.3,321,43.6,309,47.1,133,68.9,292,34.2,292,36.3,291,39.5,280,42.7,125,64.8,106,36.3,106,36.4,106,37.9,91,48.7,74,59.2,A,2,2,2,3,3,Non-metro,6,6,6,7,7,854,804,737,656,193
2283,2022-03-01T00:00:00.000,48067,9,Cass County,TX,99,12235,40.7,12233,43.2,12147,47.2,11702,50.1,4892,71.4,10465,34.9,10464,36.9,10412,40.4,10063,43.1,4327,63.1,3703,35.4,3703,35.6,3681,36.6,3264,44.6,2220,51.3,D,14,14,15,15,15,Non-metro,6,6,7,7,7,30026,28327,25741,23363,6856
1661,2022-03-01T00:00:00.000,48441,9,Taylor County,TX,99,80118,58,80103,62.6,78074,68.1,73337,70.7,18522,92,68566,49.7,68558,53.6,67183,58.6,63255,60.9,16617,82.5,23135,33.7,23134,34.4,22736,35.9,16373,50.7,9817,59.1,C,11,12,12,12,12,Metro,3,4,4,4,4,138034,127909,114646,103784,20131
1664,2022-03-01T00:00:00.000,48233,9,Hutchinson County,TX,99,8415,40.2,8413,43,8313,47.6,8006,51.2,2641,73.8,7232,34.5,7232,37,7168,41,6918,44.3,2388,66.7,2563,35.4,2563,35.8,2539,36.7,2084,47.2,1308,54.8,C,10,10,11,11,11,Non-metro,6,6,7,7,7,20938,19562,17465,15631,3581
1667,2022-03-01T00:00:00.000,48225,9,Houston County,TX,99,10875,47.3,10874,49.8,10733,53.6,10410,56.5,3604,69.6,9432,41.1,9432,43.2,9354,46.7,9082,49.3,3247,62.7,3680,39.0,3680,39.3,3663,40.3,2804,47.7,1727,53.2,D,15,15,15,15,15,Non-metro,7,7,7,7,7,22968,21832,20032,18428,5176
1671,2022-03-01T00:00:00.000,48091,9,Comal County,TX,99,110999,71.1,110980,75.3,108259,81,100736,83.2,29906,95,95959,61.4,95950,65.1,93922,70.3,87504,72.3,26456,92.7,36389,37.9,36385,38.7,35535,40.6,26382,51.1,15808,59.8,A,4,4,4,4,4,Metro,4,4,4,4,4,156209,147323,133682,121086,28528
2270,2022-03-01T00:00:00.000,48335,9,Mitchell County,TX,99,3358,39.3,3358,41.5,3335,45.4,3239,47.8,909,72.2,3013,35.3,3013,37.3,2996,40.8,2923,43.1,827,65.7,1303,43.2,1303,43.5,1298,44.4,839,52.5,473,57.2,C,10,10,11,11,11,Non-metro,6,6,7,7,7,8545,8083,7342,6782,1259
1820,2022-03-01T00:00:00.000,48241,9,Jasper County,TX,99,14518,40.9,14515,43.6,14365,47.8,13782,50.9,5160,71.8,12717,35.8,12717,38.2,12612,42,12112,44.7,4706,65.5,4808,37.8,4808,38.1,4786,39.5,4122,48.5,2715,57.7,D,14,14,15,15,15,Non-metro,6,6,7,7,7,35529,33312,30044,27090,7187
3205,2022-03-01T00:00:00.000,48223,9,Hopkins County,TX,99,16531,44.6,16522,47.5,16278,52,15497,55.1,5224,75.9,14441,38.9,14437,41.5,14263,45.6,13622,48.4,4754,69,4957,34.3,4957,34.8,4907,36.0,4000,46.3,2635,55.4,C,10,11,11,11,11,Non-metro,6,7,7,7,7,37084,34754,31285,28123,6887
2169,2022-03-01T00:00:00.000,48235,9,Irion County,TX,99,2524,95,2523,95,2487,95,2368,95,381,95,2105,95,2104,95,2085,95,1990,95,306,93.3,268,12.7,268,12.9,266,13.4,222,27.7,136,44.4,A,4,4,4,4,4,Metro,4,4,4,4,4,1536,1452,1303,1190,328
3207,2022-03-01T00:00:00.000,48075,9,Childress County,TX,99,3640,49.8,3638,52.2,3598,56,3439,58.1,836,71.8,3363,46,3362,48.2,3342,52,3209,54.2,793,68.1,1287,38.3,1287,38.5,1284,40.0,713,47.3,445,56.1,C,11,11,12,12,11,Non-metro,7,7,8,8,7,7306,6973,6421,5918,1165
124,2022-03-01T00:00:00.000,48249,9,Jim Wells County,TX,99,25799,63.7,25782,68.5,24926,75.2,22683,77.1,5847,92,21514,53.1,21514,57.2,21077,63.6,19464,66.2,5181,81.5,8459,39.3,8459,40.1,8291,42.6,6062,55.7,3235,62.4,D,16,16,16,16,16,Non-metro,8,8,8,8,8,40482,37622,33162,29414,6358
1681,2022-03-01T00:00:00.000,48353,9,Nolan County,TX,99,6784,46.1,6782,49.4,6636,54.4,6242,57.3,2207,80.6,6142,41.7,6141,44.7,6050,49.6,5742,52.8,2106,76.9,2496,40.6,2495,41.2,2481,43.2,2025,53.1,1297,61.6,D,15,15,15,16,16,Non-metro,7,7,7,8,8,14714,13730,12205,10885,2737
3246,2022-03-01T00:00:00.000,48341,9,Moore County,TX,99,12132,57.9,12126,63.8,11977,72.9,11320,79.2,2135,90,9347,44.6,9346,49.1,9247,56.3,8753,61.3,1838,77.5,2415,25.8,2415,26.1,2392,27.3,1690,40.2,927,50.4,C,11,11,12,12,12,Non-metro,7,7,8,8,8,20940,19019,16423,14290,2372
1682,2022-03-01T00:00:00.000,48385,9,Real County,TX,99,1971,57.1,1971,59.7,1950,63.4,1883,65.3,918,87.2,1710,49.5,1710,51.8,1696,55.1,1651,57.2,823,78.2,711,41.6,711,41.9,704,42.6,625,48.1,443,53.8,C,11,12,12,12,12,Non-metro,7,8,8,8,8,3452,3301,3078,2885,1053
109,2022-03-01T00:00:00.000,48491,9,Williamson County,TX,99,457340,77.4,457225,82.7,430725,87.3,392617,88.9,77703,95,399532,67.7,399494,72.2,378424,76.7,345128,78.2,69246,94.6,168189,42.1,168175,44.4,160560,46.5,87074,57.6,45067,65.1,A,4,4,4,4,4,Metro,4,4,4,4,4,590551,553126,493479,441593,73202
1685,2022-03-01T00:00:00.000,48085,9,Collin County,TX,99,787292,76.1,787131,81,748500,86.3,677341,88,116785,95,687418,66.4,687382,70.7,657197,75.8,595257,77.4,103288,88.6,271842,39.5,271833,41.4,259263,43.6,141577,54.6,65058,63.0,A,4,4,4,4,4,Metro,4,4,4,4,4,1034730,971953,867311,769461,116575
2238,2022-03-01T00:00:00.000,48203,9,Harrison County,TX,99,31127,46.8,31119,49.8,30596,54.7,28822,57.7,9209,79.3,27116,40.7,27114,43.4,26770,47.9,25273,50.6,8271,71.3,9173,33.8,9172,34.3,9057,35.8,7414,46.9,4630,56.0,C,11,11,11,12,12,Non-metro,7,7,7,8,8,66553,62464,55897,49967,11607
1839,2022-03-01T00:00:00.000,48495,9,Winkler County,TX,99,3566,44.5,3564,48.1,3484,53.8,3261,57.4,720,74.7,3073,38.4,3072,41.4,3018,46.6,2852,50.2,668,69.3,987,32.1,987,32.7,975,34.2,730,47.7,403,60.3,C,10,11,11,12,11,Non-metro,6,7,7,8,7,8010,7414,6472,5681,964
2441,2022-03-01T00:00:00.000,48475,9,Ward County,TX,99,5091,42.4,5087,46.1,5024,51.9,4832,56.6,1258,77.2,4248,35.4,4248,38.5,4215,43.6,4111,48.1,1150,70.6,1220,28.7,1220,28.9,1217,29.6,930,38.7,510,44.3,C,10,10,11,11,12,Non-metro,6,6,7,7,8,11998,11046,9671,8538,1629
190,2022-03-01T00:00:00.000,48501,9,Yoakum County,TX,99,4119,47.3,4113,51.9,4023,59.3,3770,64.3,875,84.7,3459,39.7,3458,43.6,3411,50.3,3223,55,789,76.4,1067,30.8,1067,31.3,1059,32.9,753,43.3,409,51.8,B,6,7,8,8,8,Non-metro,6,7,8,8,8,8713,7930,6781,5864,1033
1352,2022-03-01T00:00:00.000,48487,9,Wilbarger County,TX,99,7276,57,7272,60.5,7147,65.1,6860,69,2009,83,6581,51.5,6581,54.8,6511,59.3,6263,63,1896,78.3,2408,36.6,2408,37,2400,38.3,1881,51.9,1182,62.3,D,16,16,16,16,16,Non-metro,8,8,8,8,8,12769,12012,10971,9948,2421
1050,2022-03-01T00:00:00.000,48449,9,Titus County,TX,99,15041,45.9,15032,49.8,14717,55.5,13637,58.4,3470,71.6,12604,38.5,12597,41.8,12366,46.7,11472,49.1,3162,65.3,3961,31.4,3961,32,3919,34.2,3038,46.6,1764,55.8,D,14,15,15,15,15,Non-metro,6,7,7,7,7,32750,30159,26495,23357,4845
1053,2022-03-01T00:00:00.000,48229,9,Hudspeth County,TX,99,4168,85.3,4166,90.2,3890,92.7,3552,91.8,654,84.4,3545,72.6,3545,76.7,3389,80.8,3127,80.8,557,71.9,1048,29.6,1048,30.9,1002,32.0,553,44.2,274,49.2,D,16,16,16,16,16,Metro,4,4,4,4,4,4886,4620,4196,3869,775
3271,2022-03-01T00:00:00.000,48311,9,McMullen County,TX,99,375,50.5,375,53.3,373,57.1,356,59.7,106,56.1,339,45.6,339,48.2,338,51.8,322,54,98,51.9,125,36.9,125,37,124,38.5,106,48.2,61,62.2,D,15,15,16,16,15,Non-metro,7,7,8,8,7,743,703,653,596,189
1055,2022-03-01T00:00:00.000,48497,9,Wise County,TX,99,30669,43.8,30665,46.7,30236,51.4,28755,54.6,8238,77.7,26981,38.6,26981,41.1,26691,45.4,25523,48.4,7574,71.5,8580,31.8,8580,32.1,8454,33.1,6582,42.1,3854,50.9,C,10,11,11,11,12,Metro,2,3,3,3,4,69984,65619,58839,52703,10598
1056,2022-03-01T00:00:00.000,48295,9,Lipscomb County,TX,99,1288,39.8,1286,42.2,1280,47,1245,51.6,475,77,1102,34.1,1102,36.2,1098,40.4,1073,44.4,412,66.8,343,31.1,343,31.2,341,31.8,295,41.0,200,48.5,B,6,6,7,7,7,Non-metro,6,6,7,7,7,3233,3047,2721,2414,617
1072,2022-03-01T00:00:00.000,48081,9,Coke County,TX,99,1819,53.7,1819,57.3,1773,61.2,1684,62.9,640,67.6,1565,46.2,1565,49.3,1532,52.9,1460,54.5,592,62.5,545,34.8,545,35.6,543,37.2,489,47.3,332,56.1,C,11,11,12,12,11,Non-metro,7,7,8,8,7,3387,3175,2896,2678,947
2628,2022-03-01T00:00:00.000,48301,9,Loving County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,D,,,,,,Non-metro,,,,,,169,158,139,120,23
3085,2022-03-01T00:00:00.000,48271,9,Kinney County,TX,99,2187,59.6,2185,62.7,2153,66.8,2040,68.8,745,81.9,1840,50.2,1840,52.8,1823,56.6,1735,58.5,649,71.3,652,35.4,651,35.7,641,36.9,529,48.3,374,57.6,D,16,16,16,16,16,Non-metro,8,8,8,8,8,3667,3487,3223,2964,910
1082,2022-03-01T00:00:00.000,48153,9,Floyd County,TX,99,2895,50.7,2895,54.2,2868,60.5,2732,65,919,85.9,2570,45,2570,48.1,2555,53.9,2452,58.3,841,78.6,1034,40.2,1034,40.5,1027,41.9,815,52.7,514,61.1,D,15,15,16,16,16,Non-metro,7,7,8,8,8,5712,5339,4743,4203,1070
1101,2022-03-01T00:00:00.000,48471,9,Walker County,TX,99,39773,54.5,39769,56.8,39248,59.7,37772,60.7,8128,80.9,34710,47.6,34709,49.6,34353,52.2,33123,53.2,7295,72.6,11814,34.0,11814,34.4,11712,35.4,7756,47.8,4025,55.2,C,11,11,12,12,12,Non-metro,7,7,8,8,8,72971,69990,65781,62241,10049
2613,2022-03-01T00:00:00.000,48119,9,Delta County,TX,99,2214,41.5,2210,44.5,2191,48.7,2114,51.8,888,79.4,1874,35.2,1873,37.7,1861,41.4,1801,44.1,757,67.7,628,33.5,628,33.7,626,34.8,542,43.5,383,50.6,C,10,10,11,11,11,Non-metro,6,6,7,7,7,5331,4966,4498,4080,1118
1103,2022-03-01T00:00:00.000,48103,9,Crane County,TX,99,2304,48,2304,51.8,2253,58,2075,60.9,481,81,1766,36.8,1766,39.7,1726,44.4,1591,46.7,394,66.3,486,27.5,486,28.2,478,30.0,359,42.9,210,53.3,B,6,6,7,7,7,Non-metro,6,6,7,7,7,4797,4445,3884,3410,594
3270,2022-03-01T00:00:00.000,UNK,9,Unknown County,TX,99,242905,0,242856,0,238997,0,231056,0,36609,0,178316,0,178307,0,177070,0,174173,0,33974,0,84518,47.4,84512,47.7,84135,48.3,66449,80.2,43832,95.0,,,,,,,,,,,,,,,,,
